Number,都道府県,市区町村,検索件数,検索URL,,Afghanistan
53,北海道,せたな町,10,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E3%81%9B%E3%81%9F%E3%81%AA%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.700746697,Eritrea
54,北海道,島牧村,9,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E5%B3%B6%E7%89%A7%E6%9D%91%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.611143021,Estonia
55,北海道,寿都町,6,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E5%AF%BF%E9%83%BD%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.369902355,Eswatini
56,北海道,黒松内町,13,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E9%BB%92%E6%9D%BE%E5%86%85%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.997128087,Ethiopia
57,北海道,蘭越町,20,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E8%98%AD%E8%B6%8A%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,5,Fiji
58,北海道,ニセコ町,20,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E3%83%8B%E3%82%BB%E3%82%B3%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,5,Finland
59,北海道,真狩村,11,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E7%9C%9F%E7%8B%A9%E6%9D%91%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.794945434,France
60,北海道,留寿都村,20,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E7%95%99%E5%AF%BF%E9%83%BD%E6%9D%91%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,5,Gabon
61,北海道,喜茂別町,7,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E5%96%9C%E8%8C%82%E5%88%A5%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.434233199,Gambia
62,北海道,京極町,20,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E4%BA%AC%E6%A5%B5%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,5,Georgia
63,北海道,倶知安町,20,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E5%80%B6%E7%9F%A5%E5%AE%89%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,5,Germany
64,北海道,共和町,10,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E5%85%B1%E5%92%8C%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.700746697,Ghana
65,北海道,岩内町,20,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E5%B2%A9%E5%86%85%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,5,Greece
66,北海道,泊村,20,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E6%B3%8A%E6%9D%91%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,5,Grenada
67,北海道,神恵内村,20,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E7%A5%9E%E6%81%B5%E5%86%85%E6%9D%91%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,5,Guatemala
68,北海道,積丹町,20,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E7%A9%8D%E4%B8%B9%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,5,Guinea
69,北海道,古平町,1,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E5%8F%A4%E5%B9%B3%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.094198736,Guinea-Bissau
70,北海道,仁木町,20,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E4%BB%81%E6%9C%A8%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,5,Guyana
71,北海道,余市町,20,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E4%BD%99%E5%B8%82%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,5,Haiti
72,北海道,赤井川村,20,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E8%B5%A4%E4%BA%95%E5%B7%9D%E6%9D%91%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,5,Honduras
73,北海道,南幌町,20,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E5%8D%97%E5%B9%8C%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,5,Hungary
74,北海道,奈井江町,11,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E5%A5%88%E4%BA%95%E6%B1%9F%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.794945434,Iceland
75,北海道,上砂川町,20,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E4%B8%8A%E7%A0%82%E5%B7%9D%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,5,India
76,北海道,由仁町,7,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E7%94%B1%E4%BB%81%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.434233199,Indonesia
77,北海道,長沼町,20,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E9%95%B7%E6%B2%BC%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,5,Iran
78,北海道,栗山町,20,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E6%A0%97%E5%B1%B1%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,5,Iraq
79,北海道,月形町,8,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E6%9C%88%E5%BD%A2%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.510051694,Ireland
80,北海道,浦臼町,6,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E6%B5%A6%E8%87%BC%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.369902355,Israel
81,北海道,新十津川町,7,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E6%96%B0%E5%8D%81%E6%B4%A5%E5%B7%9D%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.434233199,Italy
82,北海道,妹背牛町,12,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E5%A6%B9%E8%83%8C%E7%89%9B%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.905226881,Ivory Coast
83,北海道,秩父別町,1,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E7%A7%A9%E7%88%B6%E5%88%A5%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.094198736,Jamaica
84,北海道,雨竜町,11,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E9%9B%A8%E7%AB%9C%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.794945434,Japan
85,北海道,北竜町,10,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E5%8C%97%E7%AB%9C%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.700746697,Jordan
86,北海道,沼田町,5,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E6%B2%BC%E7%94%B0%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.323951752,Kazakhstan
87,北海道,鷹栖町,9,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E9%B7%B9%E6%A0%96%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.611143021,Kenya
88,北海道,東神楽町,9,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E6%9D%B1%E7%A5%9E%E6%A5%BD%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.611143021,Kiribati
89,北海道,当麻町,20,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E5%BD%93%E9%BA%BB%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,5,Kuwait
90,北海道,比布町,9,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E6%AF%94%E5%B8%83%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.611143021,Kyrgyzstan
91,北海道,愛別町,3,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E6%84%9B%E5%88%A5%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.176909822,Laos
92,北海道,上川町,17,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E4%B8%8A%E5%B7%9D%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,2.47960942,Latvia
93,北海道,東川町,20,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E6%9D%B1%E5%B7%9D%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,5,Lebanon
94,北海道,美瑛町,18,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E7%BE%8E%E7%91%9B%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,2.582998277,Lesotho
95,北海道,上富良野町,5,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E4%B8%8A%E5%AF%8C%E8%89%AF%E9%87%8E%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.323951752,Liberia
96,北海道,中富良野町,20,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E4%B8%AD%E5%AF%8C%E8%89%AF%E9%87%8E%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,5,Libya
97,北海道,南富良野町,8,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E5%8D%97%E5%AF%8C%E8%89%AF%E9%87%8E%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.510051694,Liechtenstein
98,北海道,占冠村,9,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E5%8D%A0%E5%86%A0%E6%9D%91%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.611143021,Lithuania
99,北海道,和寒町,1,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E5%92%8C%E5%AF%92%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.094198736,Luxembourg
100,北海道,剣淵町,3,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E5%89%A3%E6%B7%B5%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.176909822,Madagascar
101,北海道,下川町,11,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E4%B8%8B%E5%B7%9D%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.794945434,Malawi
102,北海道,美深町,20,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E7%BE%8E%E6%B7%B1%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,5,Malaysia
103,北海道,音威子府村,6,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E9%9F%B3%E5%A8%81%E5%AD%90%E5%BA%9C%E6%9D%91%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.369902355,Maldives
104,北海道,中川町,8,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E4%B8%AD%E5%B7%9D%E7%94%BA%20%E6%B5%B7%E5%A4%96%E6%96%99%E7%90%86%E3%80%80%E6%9C%AC%E5%A0%B4%E3%81%AE%E5%91%B3%E3%80%80%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%80%80%E5%A4%96%E5%9B%BD%E4%BA%BA%E5%BA%97%E4%B8%BB,1.510051694,Mali
